,"Space group (0-bcc, 1-fcc)",1_0_0 surface energy,1_1_0 surface energy,1_1_1 surface energy,2_1_0 surface energy,2_1_1 surface energy,2_2_1 surface energy,3_1_0 surface energy,3_1_1 surface energy,3_2_0 surface energy,3_2_1 surface energy,3_2_2 surface energy,3_3_1 surface energy,3_3_2 surface energy,c_1_1 elastic constant,c_1_2 elastic constant,c_1_3  elastic constant,c_4_4  elastic constant,Shear modulus,Bulk modulus,Cohesive energy,Vacancy formation energy
0,1.0,0.948561894309852,1.0241355577127937,0.8649254041607916,1.070157880978304,0.9980818333704972,0.9809014833740319,1.0551431125093713,1.043093284868875,1.0646180948481327,1.0380667770745888,0.975697089221395,1.00758041190243,0.9713394447539859,124.2,93.9,93.9,46.4,33.9,104.0,2.85,1.1019700000000738
1,1.0,0.6044814315114068,0.7864986347292046,0.5934390693273982,0.8428200731270448,0.7536610313833361,0.7299731249253232,0.7893706818916691,0.8130838154811513,0.8316447460690666,0.8146123644904344,0.723915120778089,0.7724269823634649,0.7174876018852182,116.8,60.1,60.1,31.7,30.4,79.0,3.36,0.7074999999998819
2,1.0,0.6044814315114018,0.7864986347291792,0.5934390693273706,0.8428200731267484,0.8201136704789084,0.7300037061986756,0.7893706818916041,0.825850509943672,0.8348788521932868,0.8146309273492133,0.723737274023927,0.8479283636253636,0.7174733487592435,116.8,60.1,60.1,31.7,30.4,79.0,3.36,0.7069200000000957
3,1.0,0.9489172391049876,1.0130935148920028,0.874775844693407,1.0530301234671342,0.998492212796583,1.0576753835837538,1.0424162452183796,1.0188682323732328,1.0506918283329085,1.033424836250851,0.962352013010997,1.006455475357917,0.9739852653314485,113.8,61.6,61.6,31.6,29.4,79.0,3.36,0.6737299999999915
4,0.0,0.35058391210970025,0.5254581625541633,0.6473993055781522,0.6036775790070827,0.5792613245179491,0.6235569801391371,0.6356255170674181,0.6309562785559295,0.5681994304887958,0.6473637956371733,0.634281957548441,0.6068485079458229,0.6382606957468112,74.5,76.6,76.6,39.4,23.2,75.9,3.3016184,0.5619127999999831
5,1.0,0.5840378854592232,0.6308101753377927,0.5259760957321594,0.6622803855698065,0.608787249238352,0.5990464463332337,0.6516495851242399,0.6274838582041911,0.6571844763540299,0.6370029518469609,0.5952373930641895,0.6159994712358324,0.5930589993638701,90.1,70.7,70.7,33.1,23.7,77.2,3.31831725,0.717002799999956
6,0.0,1.262499378156779,1.0846819653532693,1.3990324408092183,1.258724903806306,1.308617401830168,1.3588632479846383,0.9976428363296468,1.354902398828763,1.0880336005808713,1.3649444992739599,1.3854846649551433,1.323871511199304,1.387658931894587,137.2,139.0,139.0,87.7,52.3,138.4,3.50214455,1.045832299999836
7,1.0,1.260764869064518,1.3606125465395988,1.169974749874266,1.4160555365497354,1.3337967190868616,1.3124321583077658,1.3990603951416738,1.3565943550786808,1.4107804567854136,1.3813396344182383,1.3034562933164258,1.3430841352918261,1.271137308946186,168.3,127.0,127.0,75.1,53.3,140.8,3.52456775,1.2742323000000284
8,1.0,0.9522937411056818,1.0442448608099661,0.8810140569610289,1.0865860933981262,1.0706035672958705,1.004251840927992,1.068335291458991,1.056792532152032,1.0851759323838917,1.064483593800955,1.0010072194144228,1.0342971974758306,0.9677775153453553,107.9,56.9,56.9,32.9,29.9,73.9,3.35928,0.6720199000001013
9,1.0,0.9522937411057019,1.0442448608099215,1.339422304251177,1.0865860933979332,1.070715483603472,1.0042159953218301,1.0683352914591084,1.0969730647308351,1.0851759323837824,1.0648003592004587,1.0150043847153016,1.148812447290375,0.9931087699699134,107.9,56.9,56.9,32.9,29.9,73.9,3.35928,0.6716299000000627
10,1.0,0.5697556852740807,0.6599558403209101,0.5795400677840327,0.6648304157521322,0.6676499387349697,0.6393766691043665,0.6363769501234844,0.6448578414626429,0.6686590481511037,0.6655762611948699,0.6310909272614734,0.6510857057000212,0.6349720582502527,44.0,36.7,36.7,7.2,5.8,39.1,2.030003925,0.30718610000007773
11,0.0,0.4269485753201828,0.5795585685752729,0.7889846346492498,0.4690340574275557,0.7010661818473001,0.7327554559618382,0.45743984304296287,0.6690777835046362,0.5839850890559424,0.6732949199572873,0.6846175129343476,0.722951916261272,0.7288453641415618,67.7,51.9,51.9,21.8,16.2,57.2,2.0126087,0.3975260999999617
12,0.0,0.08835591720935458,0.31733216850229695,0.9240816844009968,0.4357607215612178,0.82652499962778,0.9046943741244723,0.5057997907868289,0.8089019142385203,0.3917395535113718,0.893272587271055,0.9268430547563731,0.8583573207566393,0.9912378919976776,29.2,53.6,53.6,17.8,5.8,45.5,3.52295745,0.715761299999973
13,1.0,0.8690930258494773,0.9578238501356023,0.8325724288085857,0.9924831429574675,0.9870897770265173,1.00311576035621,0.9771257044092767,0.9625015211756706,0.9914059909183353,0.9809935036651166,0.9131210744057997,0.9558198404166306,0.9040783164923356,127.1,81.4,81.4,36.4,31.0,96.6,3.57999875,0.7150713000000097
14,1.0,1.3058269228050285,1.5436253649960934,1.1937097757496518,1.6171325438894104,1.5316971947929625,1.5669915926560203,1.5537870357754524,1.504888387486088,1.6026601851941662,1.5455053104107213,1.4404830177608188,1.4912568789892258,1.3925884970621116,201.6,169.5,169.5,46.0,34.0,180.2,3.924218,1.1283520999999461
15,1.0,1.1913920807365581,1.3354156723178667,1.79565385227185,1.4424072327902528,1.3383868065941278,1.3685201725210732,1.3955587541334011,1.4968649898544195,1.417359524705614,1.333432453661863,1.191864644841406,1.4885184866333483,1.1872955001035852,236.5,165.7,165.7,148.9,103.5,189.3,4.383116,1.437567649999873
16,1.0,0.8616990527483612,0.9688876717511617,0.8297307851825951,1.009581236806626,0.9450678996099726,0.9341751970248515,0.9842189314422274,0.9660210317705443,1.0053644784232778,0.986780011863659,0.949174008937998,0.9583178390728817,0.9271637579464186,95.5,78.5,78.5,19.1,14.9,84.2,3.368458,0.631641999999975
17,1.0,0.861699052748544,0.9688876717515764,0.8297307851827475,1.009581236807025,0.9445907327723153,0.9341593975154572,0.9842189314419918,1.058166642083968,1.0052080824136231,0.9878625628241876,0.9474224859027548,0.955669484673724,0.927168369262457,95.5,78.5,78.5,19.1,14.9,84.2,3.368458,0.631542
18,1.0,2.4866478615939136,2.6125950771865547,2.3337023399950962,2.6968369073812344,2.7530008242835797,2.633052793813552,2.729626710197229,2.8354234354094228,2.7169251333398337,2.7400210901510977,2.608758150294027,2.683607814717123,2.5988657910615403,275.8,159.0,159.0,108.2,88.3,197.9,4.3848785,1.553545699999809
19,1.0,1.355675333565133,1.4854039787953766,1.2431609028620132,1.5542163493689745,1.5135276343074473,1.4173260642931564,1.5290361345466452,1.5481159557558752,1.5455893991512497,1.507220771765835,1.4073129223333336,1.455956770280903,1.4029731598610244,169.9,122.6,122.6,76.2,55.2,138.4,3.54,1.271999999999898
20,1.0,0.9485618942053611,1.0241355563888779,0.8649254038181272,1.0701578808631753,0.9963205800656952,1.0581215538430582,1.0551431125350292,1.0213230420775268,1.064860099066223,1.039985018655366,0.9763116235687258,1.0075828611584916,0.9466539021522781,124.2,93.9,93.9,46.4,33.9,104.0,2.85,1.1019700000000738
21,0.0,0.3880064086607903,0.8993688585758446,1.1446275497013338,0.5357544337952667,0.9815053524037403,1.097027341484079,0.5200726787958847,1.1000394164155547,0.5944173909482418,1.0829932096189878,1.11176201333865,1.0612996520707747,1.1197078670471805,95.0,101.2,101.2,65.4,38.0,99.1,3.2910869,0.8422335000000358
22,1.0,1.0246688115434615,1.1359269814439528,0.9308146160512007,1.192430406345546,1.1540335201688636,1.073913751302629,1.1653287714860956,1.1282515308626657,1.18482095131372,1.1486857447497478,1.0650855621054702,1.1103797080462492,1.0302981841125942,119.4,89.9,89.9,49.7,35.7,99.7,3.3206665,0.8419335000001111
23,1.0,0.9486069197798981,1.0241431964989152,1.2869155247669009,1.070145625733081,1.0434116090105847,0.9809581099105528,1.055114823287281,1.0663648686203688,1.0646031155855147,1.0383984723896578,0.9771223110768098,1.1138447904232762,0.9706489115745895,115.8,88.2,88.2,44.3,32.1,97.4,2.849997,1.1020530999999858
24,1.0,1.3557417737889432,1.72626615422188,1.2432218463346723,1.5543049982977144,1.4405995400781417,1.4172181307685003,1.5291190204950074,1.479407253719238,1.545675932067995,1.5102394668193073,1.405186518752621,1.4583924976216545,1.3661438788489166,169.9,122.6,122.6,76.2,55.2,138.4,3.54021825,1.2719816999998481
25,1.0,1.3557417737891229,1.4854901844002857,1.8704904491624157,1.5543049982973358,1.5123457042230408,1.4172089657954816,1.528482096028843,1.4793356631156345,1.545965925821849,1.5095392791212605,1.3790806255010997,1.4583856509714108,1.4418209596530855,169.9,122.6,122.6,76.2,55.2,138.4,3.54021825,1.2719817000000755
26,1.0,1.51805453971841,1.6472245231060694,1.4497967436899724,1.708111646559806,1.6347719248214063,1.612223191547694,1.691597824171588,1.7245541845534011,1.7056170400687953,1.6898302001612986,1.6044950586393394,1.6420602706080245,1.5989277897073948,180.4,117.1,117.1,70.7,55.1,138.2,3.5398035,1.3198965000002025
27,0.0,2.094739638407072,1.8363415154033462,2.2019261610550203,2.057267693358921,2.0785369229085147,2.112417599619585,2.1078167410291884,2.141011380691356,1.9791483265010383,2.060611132952214,2.157620120162351,2.0404614022166285,2.163136236400557,243.4,129.6,129.6,27.6,39.3,167.5,7.465424,2.7703757999999263
28,0.0,1.0744046575190438,0.8496959273350028,1.1551085034319903,0.9486539193092735,1.032914656267255,1.0679968587140214,0.9987048146203217,1.0741464921260853,0.8656378216052955,1.0397821622964856,1.0905829829282128,1.0090775202382147,1.09486590011149,100.5,76.4,76.4,58.6,40.0,84.4,4.8399383,1.3927510000000218
29,1.0,0.8974532346932842,1.0452575301457352,0.7952145339281483,1.104985044383507,0.9741638536000958,1.0572404185158262,1.0572934257228794,1.0337560517814313,1.0918373824366,1.046029008837929,0.9505508371706417,0.9928647370436391,0.9805003515175084,132.6,94.5,94.5,74.0,52.0,107.2,4.82743075,1.5447510000000655
30,1.0,1.537842186794204,1.6367782653712017,1.4434587342651013,1.6897284454936607,1.675501371016253,1.6004242547750953,1.6775386742502734,1.7033962263268285,1.686886875780017,1.6666296085760908,1.5901857975566112,1.697138993751699,1.584000597559068,181.0,123.6,123.6,50.8,42.0,142.7,3.206348,1.1672718999999598
31,0.0,1.7962431388108924,1.651454452053721,1.999929652881817,1.8346539913336344,1.8900938021966456,1.9321420091497223,1.8599828509385337,1.9335054288298308,1.7821914515353972,1.920671029177965,1.965281370940486,1.8654007056288253,1.972837834400376,243.4,145.0,145.0,116.0,89.3,177.8,4.1224351,1.712164900000137
32,0.0,0.5595183857310237,0.6709708446337949,1.497692672996018,0.7603166895222437,1.4949104479822408,1.4508515532038155,0.6949641232461812,1.4451531422558932,0.7325406181009556,1.4627041277118729,1.4686509950620703,1.3981831021215787,1.4640677667434443,120.9,135.0,135.0,87.7,49.8,130.3,3.49471365,1.272381699999975
33,1.0,1.3557417740966808,1.485490184724898,1.2432218463519822,1.554304998464377,1.512530108742958,1.4171188739854443,1.529119020991466,1.5136889409229684,1.5456759325069986,1.5074795019947966,1.4086350620910002,1.4593555755517476,1.3653921888341352,169.9,122.6,122.6,76.2,55.2,138.4,3.54021825,1.2719817000000755
34,1.0,1.7642578407944312,1.9866178791592608,2.5570886855369466,2.0940133645677528,2.0249874120097586,2.060561573906443,2.0419176205978258,2.0780141722291354,2.077222850213726,2.0163169882728704,1.8659431292442537,2.064587717283096,1.856102449590873,244.2,148.5,148.5,125.5,94.4,180.4,4.4502615,1.5598383999999657
35,1.0,1.7946681182313733,2.0935184054563916,1.7849336606822142,2.178547830974759,2.1320750586083443,1.998482448706012,2.0983704258983096,2.080681592626134,2.1660893695842023,2.137194041784152,2.043279453831071,2.0539785503039956,1.9880854591341632,154.0,122.0,122.0,77.0,52.6,132.7,4.39964725,1.9900060000001343
36,1.0,1.8371657631235523,1.948104495039953,2.409814284574964,2.013205123079774,2.026139907546378,2.054945075359688,2.0046270140634452,2.0872586532478006,2.0127315256470166,2.010766470459833,1.9317057375090008,2.0461365943487406,1.926245410630636,247.1,144.2,144.2,107.6,85.1,178.5,4.448659,1.3904409000001436
37,1.0,2.368065344655822,3.249409977344443,3.68989639048871,2.814519237832506,3.5824836825580473,3.6563663363184635,2.878152356051999,3.57292095237228,2.879708572535932,3.6307270771635025,3.6341650861340087,3.675697820053598,3.631196197278798,245.5,173.4,173.4,36.0,103.4,197.4,4.20010395,2.2901511999999036
38,1.0,2.3712537473076067,2.4981025004587782,2.30529601322547,2.5784827421527647,2.5742032395577445,2.6154316486271796,2.5713518698088373,2.5309232698631554,2.5766866592857425,2.5622845926296707,2.4788747025539664,2.5094232467918216,2.479201789484778,245.5,173.4,173.4,148.4,103.5,197.4,4.200104,2.289651200000029
39,1.0,1.6269179125356024,1.7867072418440593,1.6138183160899717,1.8705114148218567,1.7892670382677665,1.7593260487809206,1.847403830113819,1.8030687569349582,1.8613403257285575,1.8421018195088006,1.7623905005579894,1.7928460205745669,1.763264656805648,141.1,100.3,100.3,108.2,73.1,113.9,4.1166315,2.052563799999991
40,1.0,0.7745337937929243,1.033977595928437,0.6891119968976949,1.1329986666229157,0.9191510421281938,0.884780905936832,1.0464866785814597,0.9991805614202873,1.1070918370751883,1.0301113517564537,0.8353522062640859,0.9461936861845069,0.8746998331313809,246.9,147.1,147.1,125.0,95.0,180.4,4.44974225,1.4814577999999896
41,1.0,1.5020129179161015,2.099006387926105,1.396975226612135,1.8613248594611884,1.7723653147731218,1.622223395578232,1.7912326988056413,1.7783131163888737,1.842473728495469,1.7708538561525942,1.6124683317185555,1.6865678624911395,1.5514345110642327,247.3,182.5,182.5,145.5,100.3,204.1,3.6902895,2.2242897000002984
42,1.0,1.5020129179166741,1.7540361708244956,1.3969752266120363,1.8613248594570138,1.663735838331899,1.622221835787058,1.7918395601590107,1.7356804304529863,1.843227654909941,1.7679798792635903,1.6124683312749024,1.6865678999169704,1.5514345110469447,247.3,182.5,182.5,145.5,100.3,204.1,3.6902895,2.224389700000046
43,0.0,1.7962431388108924,1.651454452053721,1.999929652881817,1.8346539913336344,1.8900938021966456,1.9321420091497223,1.8599828509385337,1.9335054288298308,1.7821914515353972,1.920671029177965,1.965281370940486,1.8654007056288253,1.972837834400376,243.4,145.0,145.0,116.0,89.3,177.8,4.1224351,1.712164900000137
44,1.0,1.7642578407944312,1.9866178791592608,2.5570886855369723,2.0940133645677528,2.024987412008672,2.060561573906443,2.0419176205978258,2.0780141722291923,2.077222850213726,2.0163169882728704,1.8659431292442537,2.06458771728626,1.856102449590873,244.2,148.5,148.5,125.5,94.4,180.4,4.4502615,1.5598383999999657
45,0.0,0.46631499281939665,0.4991016722307765,0.5946063571861501,0.4254227460003301,0.6046689636649478,0.5795360213367156,0.3666895528986774,0.5727480431749374,0.40980599955641284,0.5764111516704953,0.5955528120086664,0.5597819219915184,0.593868938362163,35.9,30.6,30.6,27.6,17.6,32.4,1.49255375,0.6802788500000299
46,1.0,0.957162500809304,1.0489307350573531,0.8835005331900835,1.0911803428139373,1.0740353007882053,1.0077574433281302,1.0733393729352279,1.0997146642484954,1.0896291865931451,1.068986037019102,1.0020012630858979,1.152689492796162,0.9962220293313931,118.0,62.2,62.2,36.7,33.2,80.8,3.36005275,0.6872273000000009
47,1.0,0.9489285467763832,1.0131042551581362,1.2765012360920518,1.053040642667437,1.0416110001465515,0.9828171478012127,1.0424274698121878,1.0203773796986995,1.0507016804208478,1.0328472589997957,0.9617563996135784,1.0064712845041064,0.9514729463167413,113.8,61.5,61.5,31.6,29.4,78.9,3.36,0.673749999999941
48,1.0,2.4866478508711887,2.6125949565906743,2.33370228681695,2.6968368663848707,2.6707129951047914,2.632489689579148,2.729626635355135,2.6530673777471327,2.716924988315485,2.7276935255654533,2.5719275556927736,2.683834791380728,2.597942883992017,275.8,159.0,159.0,108.2,88.3,197.9,4.3848785,1.5535455999998096
49,1.0,1.9450488705261864,2.0967801580526766,1.7628953956745999,2.1963554052149914,2.1414951859411926,2.0100013809591726,2.1724631404295707,2.147755327515828,2.1852353220075824,2.132574524421388,1.993071021440225,2.1780030076479564,1.986847633328811,241.3,150.8,150.8,127.3,94.5,181.0,4.45,1.5712000000001352
50,1.0,0.9489285872351557,1.0131042489689868,1.2765012319971065,1.0530406578626677,0.9991230601174483,0.982809759243548,1.0437877086192544,1.058994546218632,1.050701657775353,1.0333528542794255,0.9948583675000053,1.0036229756131003,0.9739952767552666,113.8,61.5,61.5,31.6,29.4,78.9,3.36,0.6744999999999801
51,1.0,0.9489285872351491,1.0131042489689923,0.8747859129377701,1.053040657862464,0.999123060196257,1.0577007978917676,1.042427437070653,1.0188323113443611,1.0504142179712952,1.0334591325071494,0.9768803256021441,1.006482307613567,0.951598358970189,113.8,61.5,61.5,31.6,29.4,78.9,3.36,0.673749999999941
52,1.0,1.9450488584585424,2.0967801820405705,2.9205664485589375,2.1963554108830032,2.2479862092750995,2.1737930558340826,2.1724631181746514,2.2460717430262664,2.185158333227674,2.1328776960545164,2.0322288822883223,2.2904753881015374,2.0409922933527036,241.3,150.8,150.8,127.3,94.5,181.0,4.45,1.5712000000001352
53,1.0,0.9489285523612236,1.0131042674886317,1.2765012331403405,1.053040644435857,1.0886502818473858,0.982801408417449,1.0424274695587,1.0404311783534168,1.0507016779611698,1.033298535886504,0.9786388492680326,1.006454123671156,0.9725422389814504,113.8,61.5,61.5,31.6,29.4,78.9,3.36,0.6744999999999801
54,1.0,0.9489285523612236,1.0131042674886317,1.2765012331403387,1.053040644435857,0.9982718539485372,0.982801408417449,1.0437877311133141,1.0404311784398248,1.0507016779611698,1.0333763412106174,0.9764687777368117,1.056525487176666,0.9515546819089562,113.8,61.5,61.5,31.6,29.4,78.9,3.36,0.673749999999941
55,1.0,2.4866478839061523,2.612594978676969,2.33370232686929,2.6968368511115886,2.752519050471457,2.7759325609570618,2.7296266655834343,2.653242376297524,2.7169249917656972,2.73254394115507,2.6426260016485417,2.6844674361978464,2.5449217361102923,275.7,158.9,158.9,108.2,88.3,197.8,4.3848785,1.5535455999998096
56,1.0,1.9450488584585424,2.0967801820405705,2.9205664485589375,2.1963554108830032,2.2479862092750995,2.1737930558340826,2.1724631181746514,2.2460717430262664,2.185158333227674,2.1328776960545164,2.0322288822883223,2.2904753881015374,2.0409922933527036,241.3,150.8,150.8,127.3,94.5,181.0,4.45,1.5712000000001352
57,1.0,2.4866478839061523,2.612594978676969,2.33370232686929,2.6968368511115886,2.752519050471457,2.7759325609570618,2.7296266655834343,2.653242376297524,2.7169249917656972,2.73254394115507,2.6426260016485417,2.6844674361978464,2.5449217361102923,275.7,158.9,158.9,108.2,88.3,197.8,4.3848785,1.5535455999998096
58,1.0,0.9489285536761021,1.0131042733896012,0.8747859324267065,1.0530406449855039,0.9982404382790862,0.9829213257788666,1.042427469427543,1.0404177113785924,1.050414235075358,1.0337059169697291,0.9779075271576728,1.0064732660334375,0.9725432169594823,113.8,61.5,61.5,31.6,29.4,78.9,3.36,0.673749999999941
59,1.0,2.4866479099293226,3.0429143157337544,2.333702270835959,2.696836879612481,2.6707345569669028,2.6341543367471907,2.729626656642001,2.6532264784337434,2.716924994924329,2.7320379990545387,2.6094140418084124,2.6841852018934595,2.543528671296829,275.8,159.0,159.0,108.2,88.3,197.9,4.3848785,1.553550649999809
60,1.0,1.945048876301011,2.096780159882525,2.641541035429335,2.196355409487726,2.0474281300448065,2.173701494172876,2.170329207507106,2.103681032269219,2.1851583246948336,2.1329524245003286,2.0334655881817363,2.0683109471143224,1.9869743327824498,241.3,150.8,150.8,127.3,94.5,181.0,4.45,1.5712000000001352
61,1.0,0.9489285536761021,1.0131042733896012,0.8747859324267065,1.0530406449855039,0.9982404382790862,0.9829213257788666,1.042427469427543,1.0404177113785924,1.050414235075358,1.0337059169697291,0.9779075271576728,1.0064732660334375,0.9725432169594823,113.8,61.5,61.5,31.6,29.4,78.9,3.36,0.673749999999941
62,1.0,2.4866479099293226,3.0429143157337544,2.333702270835959,2.696836879612481,2.6707345569669028,2.6341543367471907,2.729626656642001,2.6532264784337434,2.716924994924329,2.7320379990545387,2.6094140418084124,2.6841852018934595,2.543528671296829,275.8,159.0,159.0,108.2,88.3,197.9,4.3848785,1.553550649999809
63,1.0,1.945048876301011,2.096780159882525,2.641541035429335,2.196355409487726,2.0474281300448065,2.173701494172876,2.170329207507106,2.103681032269219,2.1851583246948336,2.1329524245003286,2.0334655881817363,2.0683109471143224,1.9869743327824498,241.3,150.8,150.8,127.3,94.5,181.0,4.45,1.5712000000001352
64,1.0,2.4866479099293226,3.0429143157337544,2.333702270835959,2.696836879612481,2.6707345569669028,2.6341543367471907,2.729626656642001,2.6532264784337434,2.716924994924329,2.7320379990545387,2.6094140418084124,2.6841852018934595,2.543528671296829,275.8,159.0,159.0,108.2,88.3,197.9,4.3848785,1.553550649999809
65,0.0,2.2936577693187528,2.0563493645283653,2.4469087813210875,2.23050506488575,2.3021278180283495,2.3251402589075747,2.231200284546433,2.364667678618999,2.1494306528495697,2.3384213437986907,2.420317379975391,2.2368294451461543,2.4145701279899425,233.1,123.9,123.9,32.1,41.1,160.3,7.091233,3.0954669999999735
66,0.0,2.050450425655442,1.7553540075963712,2.2002766470215,2.0138342267827434,2.190321455705476,2.091466556878183,2.0732001700959763,2.1239360153932285,1.9331471976016457,2.071179684382864,2.145329876769536,2.0087108541577177,2.142037348403427,247.5,143.6,143.6,86.6,72.7,178.2,8.089,2.746899900000038
