,Potential,Element,1_0_0 surface energy,1_1_0 surface energy,1_1_1 surface energy,2_1_0 surface energy,2_1_1 surface energy,2_2_1 surface energy,3_1_0 surface energy,3_1_1 surface energy,3_2_0 surface energy,3_2_1 surface energy,3_2_2 surface energy,3_3_1 surface energy,3_3_2 surface energy,c_1_1 elastic constant,c_1_2 elastic constant,c_1_3  elastic constant,c_4_4  elastic constant,Shear modulus,Bulk modulus,Cohesive energy,Vacancy formation energy
61,NiAlH_jea.eam.alloy,Al,1.017632419364425,1.1542990023757582,1.4540489812260313,1.1848410574861132,1.1749312662590203,1.1158710697752492,1.155734734884245,1.2149525037798732,1.1869591299691262,1.168710248288576,1.1288551916190608,1.2482263989378917,1.1065685556327232,114.0,62.0,62.0,31.6,29.4,79.3,3.36,0.5240699999999516
62,PdAgH_HybridPd3Ag.eam.alloy,Ag,0.9485666533601612,1.024141300956309,0.8649307388683148,1.070191802872864,0.9983309064752496,0.9809487428218328,1.0552763305704236,1.0210708172153418,1.0646428402710093,1.0416014141359489,0.9765725754936804,1.007481605231896,0.9704020003344165,124.2,93.9,93.9,46.4,33.9,104.0,2.8500135,1.1019563999999602
63,PdAgH_HybridPd3Ag.eam.alloy,H2,1.7999778014853087,1.9550246048115634,1.8241703389747228,1.9561823542853294,2.015471087206872,2.040597017054937,1.953097051226852,1.9671165735159988,1.9532914883571437,2.006901864752724,1.9742355478319589,1.968948928357214,1.9452105874087267,324.1,160.7,160.7,106.2,96.4,215.2,1.7686821,1.142356700000001
64,PdAgH_MorsePd3Ag.eam.alloy,Ag,0.9485666524464541,1.0241413010746827,0.8649307405424181,1.0701918027853445,1.044107100506897,1.0588499745147761,1.0551681922141178,1.0211621777052058,1.0646428404119408,1.0382921474181648,0.9739490027788595,1.0075050689780258,0.970763488193291,124.2,93.9,93.9,46.4,33.9,104.0,2.8500135,1.1019563999999602
65,PdAgH_MorsePd3Ag.eam.alloy,H2,1.7999778014853087,1.9550246048115634,1.8241703389747228,1.9561823542853294,2.015471087206872,2.040597017054937,1.953097051226852,1.9671165735159988,1.9532914883571437,2.006901864752724,1.9742355478319589,1.968948928357214,1.9452105874087267,324.1,160.7,160.7,106.2,96.4,215.2,1.7686821,1.142356700000001
66,Ta2_Ravelo_2013.eam.alloy,Ta,0.28011306957311455,0.6460064693091844,2.9675754634902183,0.5767367123180727,1.6875192217471506,2.203354781855951,0.3815775320407021,2.3352257433637766,0.6969601721875929,2.421891286791237,2.139240154634896,2.389236547478212,2.1368280321946465,73.8,141.2,141.2,66.0,26.1,118.7,7.93305125,1.9520999999998825
67,Ag.eam.fs,Ag,0.7613386250598252,0.8143114649490402,0.6219722943160345,0.8680075801903475,0.7595842955906049,0.8209042471021547,0.8525903707315998,0.800319895280791,0.8561799606057778,0.8069423838605694,0.7320508411799955,0.7739590043047704,0.7285602316105287,172.4,141.8,141.8,86.4,58.0,152.0,2.967444,1.021126100000095
68,Al1.eam.fs,Al,0.49375281840051066,0.5818254958709481,0.4260572022044398,0.6225942165846668,0.5359105569290655,0.6013390433525793,0.5967794514084485,0.5696305328038729,0.6140227925205084,0.5820445770738792,0.4979426349474732,0.5494567437912935,0.49068549821801505,105.1,59.5,59.5,30.7,27.5,74.7,3.410657,0.657643000000022
69,Al90Sm10_MendelevM_2014.eam.fs,Al,1.0370085297146314,1.1088336567241661,1.3702418336051503,1.1415534114488102,1.1374556343722824,1.0833065513206164,1.1343922174024985,1.1149089758133224,1.1425090513261513,1.1289287429505397,1.059244969781437,1.1065414021136226,1.051275156849633,117.1,63.1,63.1,40.9,35.3,81.1,3.90514875,0.7546511999999046
70,Al90Sm10_MendelevM_2014.eam.fs,Al,1.0370085297146314,1.1088336567241661,1.3702418336051887,1.1415534114488102,1.0961804228897183,1.0833065513206164,1.1343922174024985,1.1756287798715435,1.1425090513261513,1.1301346073767833,1.0915860094542171,1.1521289446099385,1.0720734274961172,117.1,63.1,63.1,40.9,35.3,81.1,3.90514875,0.7543611999999547
71,Al-Fe.eam.fs,Al,0.19203442728337522,0.3276105863226368,0.1370152124950233,0.3808421818791644,0.3118821183597229,0.3377614199802333,0.3299196429213488,0.30418905861762063,0.36392283837332995,0.30994778725747935,0.25673255566664976,0.27154763623543143,0.23069213173655156,115.9,61.4,61.4,33.4,30.9,79.6,3.3697055,0.6764445000000117
72,Al-Fe.eam.fs,Fe,1.5523076972729972,1.6968485797027022,1.4054877265695158,1.7783869676399973,1.7171205738149227,1.6072545214008183,1.7475378278911604,1.6094471417691596,-0.15446624007350784,1.7138181413569438,1.5912451919945632,1.7294560478582368,1.5891973720007362,85.0,49.5,49.5,21.1,19.8,61.3,3.89240225,1.6437177000000007
73,Al-Mg.eam.fs,Al,0.4937510041560475,0.5818245469851164,0.4260592844193406,0.6225938508489348,0.5825134774309431,0.5215109915165235,0.5961627880642746,0.5696210441998012,0.6140225800518333,0.5830971719445938,0.4977524195715957,0.5494591773971228,0.49066781256078534,110.2,61.4,61.4,32.6,29.3,77.7,3.410657,0.657942999999833
74,Al-Mg.eam.fs,Al,0.49375100415610623,0.5818245469851145,0.42605928441926894,0.6225938508424599,0.5358627154075042,0.5215132230003959,0.5961627880642064,0.5696304425971859,0.6140225800519,0.5799850590897467,0.4977522152557501,0.5494624596212668,0.5140731120571441,110.2,61.4,61.4,32.6,29.3,77.7,3.410657,0.6576529999999967
75,Au.eam.fs,Au,0.7629371721759024,0.8161053683580066,0.6219087695019989,0.8656028149258826,0.8060490009370768,0.7410559549490607,0.8497493702339751,0.7988099061799736,0.8538938930436607,0.8068314648093885,0.7348360331277992,0.7738327545636008,0.703367459617384,256.8,227.6,227.6,100.8,66.3,237.3,3.78904525,0.9608147000000122
76,Cu1.eam.fs,Cu,1.0900143688241781,1.1580928263494346,0.9023198492054956,1.234469774123254,1.1635589993274196,1.0668023001404605,1.2178672321012072,1.1444165868176468,1.2193216805736016,1.1616960974313002,1.0550428619740617,1.1113523358100363,1.0905192255924143,174.5,127.8,127.8,84.4,60.0,143.4,3.28311625,1.047683799999954
